Name,Points,Year,Position,Number,School,YDS,TDS
Brenden Connett,0.0,SR,RB/LB,#20,Twin Cedars,0,0
Judson Beary,0.0,JR,RB/LB,#6,Twin Cedars,0,0
LeeVontay Bell,0.0,SR,RB/LB,#6,Waterloo East,0,0
Nolan Grebin,0.0,SR,QB/S,#2,Stanton,0,0
Jacob Martin,0.0,JR,RB/LB,#3,Stanton,0,0
Ethan Detemmerman,0.0,SR,QB/CB,#4,Oelwein,0,0
Diego Gonzalez,0.0,SR,RB/LB,#3,Clarion-Goldfield-Dows,0,0
Zach Thornburg,0.0,SR,QB/CB,#9,East Mills,0,0
Landry Haberichter,0.0,SO,WR/DB,#28,West Burlington,0,0
Ty Fink,0.0,SR,RB/LB,#21,Denison-Schleswig,0,0
Logan Busta,0.0,SO,QB/DB,#1,Turkey Valley,0,0
Noah Daniel,0.0,SO,S/RB,#19,Fort Dodge,0,0
Logan Sharpe,0.0,JR,RB/LB,#28,Central Elkader,0,0
Matthew Sorfonden,0.0,SR,LB,#36,Harlan Community,0,0
Noah John,0.0,SR,QB/DE,#11,Grand View Christian,0,0
Grant Finck,0.0,JR,RB/LB,#10,Dunkerton,0,0
Hayden Segoviano,0.0,SR,RB/LB,#11,Fort Madison,0,0
EJ Miller,0.0,JR,QB/LB,#2,Independence,0,0
Ryan Stiles,0.0,SR,RB/LB,#5,Earlham,0,0
Cael Bracewell,0.0,SR,WR/LB,#15,Colfax-Mingo,0,0
Marshawn Taylor,0.0,SR,RB/CB,#12,Rockford,0,0
Nicholas Riley,0.0,SO,RB/LB,#22,Cedar Rapids Washington,0,0
Teagen Kasel,0.0,SR,QB/DB,#5,LeMars,0,0
Garrison Motsinger,0.0,JR,RB/S,#4,Bedford,0,0
Austin McMahan,0.0,SR,RB/LB,#16,North Mahaska,0,0
Ross Carlson,0.0,SR,QB/DB,#10,Spencer,0,0
Baylor Speidel,0.0,SR,RB/LB,#22,Lisbon,0,0
Cameron Cantonwine,0.0,SO,TE/DB,#11,Ames,0,0
Josh Ingram,0.0,JR,QB/DB,#1,Boone,0,0
Mark Sanders,0.0,SR,RB/DB,#22,Camanche,0,0
Jack Adams,0.0,JR,QB,#7,Riceville,0,0
Daniel Britt,0.0,JR,RB/S,#3,Janesville,0,0
Tate Heidemann,0.0,SR,QB/LB,#7,Carlisle,0,0
Caleb Nordhagen,0.0,JR,RB/LB,#23,Carlisle,0,0
Jordan Jenness,0.0,JR,FB/LB,#21,South O'Brien,0,0
Riley Radke,0.0,SR,RB/LB,#5,Missouri Valley,0,0
Tate Lahr,0.0,SR,RB/DB,#5,East Sac County,0,0
Dylan Weisskopf,0.0,SO,RB/LB,#20,Williamsburg,0,0
Andrew DeWall,0.0,JR,QB/LB,#15,Indianola,0,0
Josiah Cunnings,0.0,SR,WR/DB,#4,Charles City,0,0
Grant Whitehead,0.0,JR,QB/DB,#15,Sidney,0,0
Vinny Joslin,0.0,SR,RB/CB,#8,Newman Catholic,0,0
Christopher Greif,0.0,SR,LB/FB,#44,Central City,0,0
Anthony Harrington,0.0,SO,QB/LB,#2,Midland,0,0
Brysen Kolar,0.0,JR,QB/CB,#3,OABCIG,0,0
Aldo Esteban-Cabrera,0.0,JR,RB/LB,#22,Murray,0,0
Collin Fullick,0.0,SR,RB/DB,#7,Clinton,0,0
Cade Robinson,0.0,JR,WR/CB,#12,Baxter,0,0
Brody Berns,0.0,SR,RB/LB,#20,Waukon,0,0
Gio Cruz,0.0,SR,RB/DB,#5,Lenox,0,0
Ben Porter,0.0,SO,RB/LB,#10,Winterset,0,0
Kellen Scott,0.0,SR,QB/DB,#8,Glenwood,0,0
Carson Nesheim,0.0,SR,QB/DB,#8,Clarion-Goldfield-Dows,0,0
Eli Harris,0.0,JR,QB/DB,#4,Nodaway Valley,0,0
Remington Woosley,0.0,SO,RB/LB,#28,Nodaway Valley,0,0
Jackson Schoville,0.0,SO,SL/LB,#11,Denver,0,0
Shiron Morman,0.0,SR,RB/LB,#6,Waterloo West,0,0
Brayden Sifford,0.0,JR,WR/DB,#5,Red Oak,0,0
Kasyn Paige,0.0,SR,RB/CB,#26,Chariton,0,0
Will Arkfeld,0.0,SR,QB/CB,#8,Harlan Community,0,0
Brayden Miller,0.0,SR,QB/LB,#10,Mason City,0,0
Jack Thole,0.0,SO,QB/DB,#12,Starmont,0,0
Lincoln Aeschliman,0.0,JR,RB/LB,#1,North Fayette Valley,0,0
Ayden Turner,0.0,SR,RB/LB,#27,North Fayette Valley,0,0
Sam Dodge,0.0,SO,SL/S,#3,Clear Lake,0,0
Logan Moline,0.0,JR,QB/DB,#5,Manson-NW Webster,0,0
Kayne Boender,0.0,SO,QB/CB,#8,Oskaloosa,0,0
Jackson Naeve,0.0,SR,WR/CB,#7,Regina Catholic,0,0
Matthew Truitt,0.0,SR,WR/LB,#25,Louisa-Muscatine,0,0
Kaesin Pierce,0.0,SR,RB/LB,#27,Kuemper Catholic,0,0
Tate Riang,0.0,SR,RB/DB,#5,Marshalltown,0,0
Cooper Coleman,0.0,JR,QB/DB,#15,Mount Pleasant,0,0
Trenton Struss,0.0,SR,RB/S,#21,Newell-Fonda,0,0
Nile Eddy,0.0,SR,RB/LB,#5,Waukee,0,0
Grant Gammell,0.0,JR,RB/LB,#21,Waukee,0,0
Dante Cataldo,0.0,SR,QB,#2,Dowling Catholic,0,0
Kasey Hough,0.0,JR,QB/S,#11,GTRA,0,0
Grady McGuire,0.0,SO,QB/DB,#7,Cedar Rapids Washington,0,0
Kyle Boeckmann,0.0,JR,RB/LB,#8,Tripoli,0,0
Jude Dougherty,0.0,JR,RB/LB,#26,LeMars,0,0
Lucas Nunnikhoven,0.0,JR,QB/DB,#2,North Mahaska,0,0
Marcus Burton,0.0,SO,QB/LB,#16,Davenport Central,0,0
Cody Blocker,0.0,JR,CB/RB,#3,South Tama,0,0
Jackson Winkey,0.0,JR,WR/LB,#32,Ames,0,0
Tyler Bell,0.0,JR,QB/DB,#8,Solon,0,0
Quinton Jaeger,0.0,SR,RB/LB,#22,Iowa Falls-Alden,0,0
Bryce Buckley,0.0,SR,QB/S,#7,Camanche,0,0
Jackson Lamb,0.0,JR,QB,#7,Des Moines Lincoln,0,0
Grant Weston,0.0,SR,RB/LB,#12,Carlisle,0,0
Darius Mason,0.0,JR,RB,#6,Valley,0,0
Joey Rhomberg,0.0,SR,QB,#9,Mount Vernon,0,0
Carson Ingles,0.0,SO,RB,#1,Edgewood-Colesburg,0,0
Ricky Feauto,0.0,SR,RB/LB,#2,Bishop Heelan,0,0
Isaac Zoske,0.0,SR,QB,#5,North Polk,0,0
Blake Aalbers,0.0,JR,QB/DB,#10,MOC-Floyd Valley,0,0
Kaleb Koerselman,0.0,SO,RB/LB,#8,MOC-Floyd Valley,0,0
Nile Sinn,0.0,JR,RB/LB,#27,Williamsburg,0,0
Charlie Huesmann,0.0,SR,QB/DB,#2,Durant,0,0
Connor Christopher,0.0,SR,WR/LB,#10,Eagle Grove,0,0
Hayden Schafer,0.0,SO,QB/LB,#15,Eagle Grove,0,0
Michael Hensley,0.0,JR,RB/LB,#6,Sidney,0,0
Hayden Logan,0.0,SR,RB/LB,#46,Danville,0,0
Ethan Wiersma,0.0,SR,TE/LB,#44,Hartley-Melvin-Sanborn,0,0
Jayden Hanson,0.0,SR,QB/DB,#7,Central City,0,0
Aidan Timm,0.0,SO,QB/DB,#9,Belle Plaine,0,0
Adyson Stark,0.0,JR,RB/DB,#6,Belle Plaine,0,0
Brock Nattress,0.0,SR,RB/DB,#32,South Central Calhoun,0,0
Kolby Hodnefield,0.0,SO,RB/CB,#18,South Hamilton,0,0
Carter Essick,0.0,JR,QB/DB,#12,Carroll,0,0
CJ Nikkel,0.0,SR,RB/LB,#24,Lynnville-Sully,0,0
Will Taylor,0.0,JR,RB,#10,Bettendorf,0,0
Jack Wallace,0.0,JR,QB/LB,#10,Iowa City West,0,0
Dylan Knipper,0.0,SO,RB/LB,#20,Maquoketa Valley,0,0
Cale Vansickle,0.0,JR,QB/LB,#9,Southeast Valley,0,0
Jaxon Brinkman,0.0,JR,QB/DB,#18,Waukon,0,0
Max Jones,0.0,FR,FB/LB,#18,Central Lee,0,0
Dalton Kitzman,0.0,SR,RB/LB,#4,Lenox,0,0
Jaden Grimm,0.0,SO,RB/LB,#22,Nevada,0,0
Cael Turner,0.0,SR,QB/DB,#4,Creston,0,0
Davarrion Clark,0.0,JR,RB/LB,#20,Waterloo East,0,0
Landen Sewell,0.0,SR,QB,#4,Waterloo East,0,0
Hank Bulechek,0.0,SO,LB/RB,#23,Davis County,0,0
Kaden VanRegenmorter,0.0,JR,QB/S,#3,Western Christian,0,0
Jaxon Sanderson,0.0,SR,QB/S,#01,Denver,0,0
Grady Madden,0.0,JR,QB/DB,#12,North Union,0,0
Rory McGargill,0.0,SR,RB/LB,#10,Alburnett,0,0
Jett Bueckers,0.0,JR,QB/DB,#9,Alburnett,0,0
Laken Caves,0.0,FR,RB/LB,#24,Alburnett,0,0
Aidan Hartl,0.0,SR,LB/RB,#4,Clear Lake,0,0
Alex Daniel,0.0,SO,RB/LB,#27,Glidden-Ralston,0,0
Cooper Harman,0.0,JR,RB/LB,#3,Manson-NW Webster,0,0
William Aitchison,0.0,JR,S/RB,#21,Regina Catholic,0,0
DJ Vonnahme,0.0,SR,QB/DB,#12,Kuemper Catholic,0,0
David Rose,0.0,JR,WR/DB,#5,Montezuma,0,0
Noah Henderson,0.0,JR,RB/LB,#21,Sumner-Fredericksburg,0,0
Cooper Gates,0.0,SO,RB/LB,#32,West Branch,0,0
Drew Burds,0.0,JR,RB/DB,#6,Western Dubuque,0,0
Connor Rash,0.0,JR,QB/LB,#1,Gilbert,0,0
Jacob Farrington,0.0,JR,QB/CB,#7,East Marshall,0,0
Brady Koenck,0.0,JR,RB/LB,#26,Remsen St. Mary's,0,0
Jovany Kabongo,0.0,JR,RB/LB,#3,LeMars,0,0
Silas Walston,0.0,SR,RB/DE,#33,Bedford,0,0
Brady Ohrt,0.0,SR,QB/DB,#9,South Winneshiek,0,0
Nolan Sabelka,0.0,JR,RB/DB,#2,South Winneshiek,0,0
Adam Rose,0.0,SR,RB/LB,#83,Marion,0,0
Luke Sternberg,0.0,JR,RB/DB,#4,AHSTW,0,0
Dakota Clark,0.0,JR,QB/DB,#1,Lisbon,0,0
Gavin McLaren,0.0,SO,DL/RB,#42,Atlantic,0,0
Russell McCrea,0.0,SR,QB/S,#5,Eddyville-Blakesburg-Fremont,0,0
Wyatt Herrstrom,0.0,JR,RB/LB,#44,Boone,0,0
Brody Paulsen,0.0,SR,RB/DB,#2,CAM,0,0
Tristan Smith,0.0,SR,LB/RB,#23,Camanche,0,0
Marco Avila,0.0,JR,FB,#52,Riceville,0,0
Kaden Kobliska,0.0,SR,WR,#8,Riceville,0,0
Kinnick Henning,0.0,SO,RB/LB,#22,St. Edmond,0,0
Marco Cortez,0.0,FR,RB/LB,#22,Storm Lake,0,0
Quinn Olson,0.0,SR,QB/DB,#5,Bishop Heelan,0,0
Kasen Thomas,0.0,SO,RB/LB,#7,Bishop Heelan,0,0
Riley Kaalberg,0.0,JR,LB/RB,#42,Columbus,0,0
Payton Purgett,0.0,SR,RB/LB,#24,West Monona,0,0
Korben Michels,0.0,SO,RB/LB,#2,Saint Ansgar,0,0
Jayce Schwiesow,0.0,JR,QB/LB,#5,Saint Ansgar,0,0
Dominic Salibi,0.0,JR,RB/DB,#4,Iowa City High,0,0
Brigham Porter,0.0,SO,SL/DB,#23,New London,0,0
Gaige Curtis,0.0,SO,QB/DB,#12,Muscatine,0,0
Wyatt Cole,0.0,JR,RB/LB,#35,Durant,0,0
Aiden Hawe,0.0,SR,WR/LB,#11,Garner Hayfield Ventura,0,0
Ben Ramsey,0.0,SO,QB/LB,#7,IKM-Manning,0,0
Davis Rasmussen,0.0,SO,DB,#24,IKM-Manning,0,0
Nate Gerling,0.0,SR,QB/LB,#33,West Central Valley,0,0
Jarel Madison,0.0,SO,RB/LB,#8,West Central Valley,0,0
Evan Allie,0.0,SO,RB/DB,#4,Algona,0,0
Carter Seitz,0.0,JR,WR/DB,#7,Kee,0,0
Kace Patton,0.0,SR,WR/CB,#10,Murray,0,0
Will Hosch,0.0,SR,QB/DB,#5,Cascade,0,0
Gavin Olea,0.0,SO,RB/LB,#25,Lynnville-Sully,0,0
Hunter Gregory,0.0,SR,RB/LB,#44,Central Lee,0,0
Jimmie Bridges,0.0,JR,WR/LB,#5,Saydel,0,0
Kale Clarahan,0.0,SR,RB/CB,#1,Sigourney Keota,0,0
Cole Kindred,0.0,SR,SL/S,#15,Sigourney Keota,0,0
Gavin Ford,0.0,JR,QB/LB,#12,Stanton,0,0
Brody Koch,0.0,SO,RB/LB,#5,Calamus-Wheatland,0,0
Ayden Bosten,0.0,JR,QB/DB,#8,Tipton,0,0
Jordy Monzon-Ramirez,0.0,SR,LB/FB,#1,Des Moines Hoover,0,0
Connor Kayser,0.0,SR,LB/TE,#6,Ankeny,0,0
Mason Allen,0.0,SR,FB/LB,#58,Clarion-Goldfield-Dows,0,0
Blake Wilson,0.0,JR,RB/LB,#5,West Burlington,0,0
Brailyn Desy,0.0,JR,RB/DB,#25,Denison-Schleswig,0,0
Jacob Berens,0.0,SR,RB/LB,#34,Boyer Valley,0,0
Tristen Burkhart,0.0,FR,RB/LB,#24,Boyer Valley,0,0
AJ Andersen,0.0,SR,FB/LB,#22,West Fork,0,0
Brayden Kerr,0.0,JR,S/QB,#16,Sergeant Bluff-Luton,0,0
Seth Rasmussen,0.0,SO,RB/LB,#17,Central Decatur,0,0
Mason Smith,0.0,SR,QB/CB,#5,Chariton,0,0
Grant Wilson,0.0,SO,RB/LB,#2,Wapello,0,0
Malachai Douglas,0.0,SR,RB/LB,#24,Keokuk,0,0
Grant Gray,0.0,JR,LB/RB,#44,Northeast,0,0
Keaton Moeller,0.0,SO,RB/LB,#10,Starmont,0,0
Beau Goodwin,0.0,SR,QB/DL,#34,Kingsley-Pierson,0,0
Rocky Johnson,0.0,FR,RB/DB,#15,Melcher-Dallas,0,0
Davis Ragland,0.0,JR,FB/LB,#18,Marshalltown,0,0
Luke Brennan,0.0,SO,QB/DB,#6,Montezuma,0,0
Davis Van Sickle,0.0,SR,QB/CB,#8,Sumner-Fredericksburg,0,0
Brady Hetzel,0.0,JR,QB,#4,Lewis Central,0,0
Connor Rios,0.0,JR,QB/DB,#7,West Branch,0,0
Jake Krebsbach,0.0,JR,RB/LB,#6,Osage,0,0
Gavin Rausch,0.0,JR,RB/LB,#7,North Tama,0,0
Christian Pierce,0.0,SO,QB/S,#4,Rockford,0,0
Jackson McDanel,0.0,SR,RB/LB,#30,Moravia,0,0
Brenden Heying,0.0,JR,QB/LB,#10,Benton,0,0
Levi Schnetzer,0.0,JR,WR/DB,#2,LeMars,0,0
Kyler Rieken,0.0,SR,RB/S,#21,Riverside,0,0
Garrett Miller,0.0,JR,FB/LB,#20,Wapsie Valley,0,0
Hunter Horak,0.0,SR,FB/LB,#3,Marion,0,0
Camden Soukup,0.0,JR,DB/QB,#3,AHSTW,0,0
Tyson O'Brien,0.0,JR,LB/RB,#21,Atlantic,0,0
Memphis Voelker,0.0,JR,RB/LB,#25,West Delaware,0,0
Karter Thiessen,0.0,SR,RB/DB,#9,Iowa Valley,0,0
Brodyn Pryor,0.0,SO,QB/DB,#8,Woodbine,0,0
Jude Baumgardner,0.0,SO,QB/LB,#16,Boone,0,0
Jack Follmann,0.0,SR,TE/LB,#40,CAM,0,0
Clayton Towsley,0.0,JR,RB/LB,#23,North Butler,0,0
Pryor Wiederkehr,0.0,JR,FB/LB,#34,North Butler,0,0
Luke Lansing,0.0,SO,RB/LB,#44,Springville,0,0
Carter Oberbroeckling,0.0,SR,RB,#34,Edgewood-Colesburg,0,0
Pryce Rochford,0.0,JR,QB,#22,Edgewood-Colesburg,0,0
Chase Lander,0.0,JR,QB/S,#5,West Monona,0,0
Chance Richards,0.0,SO,RB/LB,#28,West Monona,0,0
Bryan Jesse,0.0,SR,QB/DB,#14,Woodward-Granger,0,0
Gabe Egeland,0.0,JR,RB/DB,#28,Iowa City High,0,0
Ty Andrews,0.0,SR,RB/LB,#10,Des Moines Christian,0,0
Lane Hemmelrick,0.0,JR,RB/LB,#36,Akron-Westfield,0,0
Kellen Cockrell,0.0,SR,QB/CB,#1,Williamsburg,0,0
Aiden Friedow,0.0,JR,RB/LB,#24,Belmond-Klemme,0,0
Draven Westcott,0.0,SO,RB/LB,#27,Indianola,0,0
Peyton Pedersen,0.0,JR,RB/LB,#26,Humboldt,0,0
Leelan Spencer,0.0,SO,RB/CB,#20,Eagle Grove,0,0
Kalab Kuhl,0.0,JR,QB/DB,#3,Logan-Magnolia,0,0
Cal McGuire,0.0,JR,QB/S,#3,Newman Catholic,0,0
Lane Sams,0.0,SR,LB/P,#32,IKM-Manning,0,0
Jacob Doyle,0.0,JR,RB/LB,#23,Cedar Rapids Kennedy,0,0
Dein Gaye,0.0,JR,LB/RB,#22,Des Moines North,0,0
Avery Gregoire,0.0,JR,RB/CB,#7,Central Springs,0,0
Lannon Montgomery,0.0,JR,QB/LB,#6,Lynnville-Sully,0,0
Ryan Panbecker,0.0,SR,DB/RB,#9,Pocahontas Area,0,0
Wrigley Matthys,0.0,JR,RB,#1,Bettendorf,0,0
Butali Butali,0.0,JR,RB,#35,Iowa City West,0,0
Jordan Martin-England,0.0,JR,RB/LB,#18,Lenox,0,0
Hayden Helgeson,0.0,JR,QB/DB,#12,Lake Mills,0,0
Austin Waldera,0.0,SO,RB/LB,#21,Nevada,0,0
Aidan Harder,0.0,SR,QB,#5,Norwalk,0,0
Dayton Harrell,0.0,SR,WR/CB,#28,Sioux City North,0,0
Ty Dillavou,0.0,JR,QB/DB,#9,Forest City,0,0
Kellen Jensen,0.0,JR,SL/LB,#10,Ridge View,0,0
Ryder Thill,0.0,SR,QB/DB,#9,Pleasantville,0,0
Sincere McMurran,0.0,JR,WR/DB,#10,Estherville Lincoln Central,0,0
Gabe Polich,0.0,JR,LB/RB,#22,Des Moines Hoover,0,0
Seth Bell,0.0,FR,QB/DB,#26,Collins-Maxwell,0,0
Will Phillips,0.0,SR,QB/DB,#12,Prairie,0,0
Isaac Wohlhuter,0.0,SR,QB/LB,#13,Tri-Center,0,0
Austin Vaverka,0.0,SR,RB/LB,#5,Gladbrook-Reinbeck,0,0
Luke Wiebers,0.0,SR,QB/DB,#11,Denison-Schleswig,0,0
Blaine Grady,0.0,SO,QB/S,#13,Denison-Schleswig,0,0
Jackson Graeve,0.0,SO,RB/S,#33,Denison-Schleswig,0,0
Branden Bauler,0.0,SR,RB/LB,#9,Waterloo West,0,0
Owen Backer,0.0,SO,RB/S,#22,Clarksville,0,0
Braxton Bormann,0.0,SO,RB/LB,#21,Central Elkader,0,0
Jader Sanchez,0.0,SR,RB/DB,#4,Lone Tree,0,0
Nate Chance,0.0,SR,RB/LB,#6,ACGC,0,0
Riley Garrett,0.0,JR,RB/DL,#11,Dunkerton,0,0
Caleb Van Arendonk,0.0,SR,QB/LB,#5,Pella Christian,0,0
Wyatt Key,0.0,SO,QB,#16,Clear Creek Amana,0,0
Carson Belzer,0.0,SR,QB/DB,#21,Wapello,0,0
Jed Tyler,0.0,JR,QB/DB,#7,West Central,0,0
Carson Dudley,0.0,SR,RB/LB,#24,Clayton Ridge,0,0
Hunter Lohman,0.0,SR,RB/DB,#8,North Cedar,0,0
Drew Miller,0.0,SR,P/QB,#5,Mediapolis,0,0
Gavin Meader,0.0,SR,QB/DB,#6,Hampton-Dumont-CAL,0,0
Seth Andersen,0.0,SR,RB/LB,#7,Sioux Center,0,0
Caleb Kusserow,0.0,SR,RB/DB,#4,Marshalltown,0,0
Cruz DeJong,0.0,SR,TE/LB,#40,Montezuma,0,0
Brett Plants,0.0,JR,RB/LB,#22,Montezuma,0,0
Jesse Jones,0.0,SR,RB/LB,#23,Sumner-Fredericksburg,0,0
Brock Trees,0.0,SO,RB/DB,#5,Osage,0,0
Tyrus Luker,0.0,JR,RB/DB,#12,North Tama,0,0
Ethan Van Ginkel,0.0,SR,SL/DB,#2,Unity Christian,0,0
Blayke Heying,0.0,JR,RB/LB,#25,Benton,0,0
John McLaughlin,0.0,SR,WR/CB,#6,WACO,0,0
Bryce Radloff,0.0,SR,RB/CB,#27,MFL MarMac,0,0
Grady Dodds,0.0,SR,QB/DB,#1,Interstate 35,0,0
Steve Hauschilt,0.0,SR,RB,#28,Dowling Catholic,0,0
Reed Beard,0.0,SR,LB/RB,#8,Pella,0,0
Andrew Grant,0.0,SO,RB/LB,#27,LeMars,0,0
Landry Gingerich,0.0,JR,RB/LB,#7,Mid-Prairie,0,0
Jake Jantzi,0.0,SR,RB/LB,#4,Davenport Central,0,0
Cael Bruning,0.0,JR,QB/DB,#14,Spencer,0,0
Eddie Johnson,0.0,JR,RB/DE,#10,Solon,0,0
Sampson Henson,0.0,SR,FB/LB,#34,Martensdale-St Marys,0,0
Brady Austin,0.0,SR,FB/LB,#33,North Butler,0,0
Cole Tjossem,0.0,SR,RB/LB,#22,South O'Brien,0,0
Nick Neuroth,0.0,SR,WR/DB,#6,Aplington-Parkersburg,0,0
Jaxan Huyser,0.0,JR,RB/LB,#10,West Lyon,0,0
Connor Moberly,0.0,SR,QB,#5,Southeast Polk,0,0
Drew Larson,0.0,SR,QB,#12,Iowa City High,0,0
Kyle Friend,0.0,SO,OL/LB,#32,Des Moines Christian,0,0
Landon Osborn,0.0,SO,RB/LB,#9,Vinton-Shellsburg,0,0
Alex Thurm,0.0,JR,RB,#2,Linn-Mar,0,0
Tate Hermansen,0.0,SR,QB,#2,Cedar Falls,0,0
Drew Gerdes,0.0,SR,LB/RB,#46,Cedar Falls,0,0
Justin Weispfenning,0.0,JR,RB/DB,#3,Easton Valley,0,0
Zack Butler,0.0,JR,WR/LB,#3,Woodbury Central,0,0
Colby Gilbert,0.0,SR,RB/LB,#17,Woodbury Central,0,0
Navarii Williams,0.0,SO,RB/DB,#22,Nashua-Plainfield,0,0
Cade Downing,0.0,SR,QB/DE,#9,Postville,0,0
Jamison Martin,0.0,JR,RB/DB,#11,West Harrison,0,0
Landyn Ankrum,0.0,SO,RB/LB,#36,HLV,0,0
Trenton Naragon,0.0,JR,RB/DB,#3,West Central Valley,0,0
Tjerdan Johnson,0.0,SR,QB/LB,#14,South Hamilton,0,0
Prestin Van De Pol,0.0,SR,RB/CB,#22,South Hamilton,0,0
Vincenzo Gianforte,0.0,JR,QB,#12,Cedar Rapids Kennedy,0,0
Gustavo Gomez,0.0,SO,RB/LB,#24,West Hancock,0,0
Jaxen Peterson,0.0,SR,RB/CB,#1,West Hancock,0,0
Charlie Thole,0.0,SO,RB/LB,#6,Cascade,0,0
Lucas Kopriva,0.0,SR,DB/QB,#10,Pocahontas Area,0,0
Cainan Travis,0.0,JR,WR/LB,#20,Baxter,0,0
Dalton Crouse,0.0,SR,QB/S,#13,Southeast Valley,0,0
Logan Jaeschke,0.0,FR,RB/DB,#8,Southeast Valley,0,0
Logan Bacon,0.0,SR,RB/LB,#5,Lake Mills,0,0
Alex Mannes,0.0,SR,RB/DB,#20,Lake Mills,0,0
Connor King,0.0,JR,QB/DB,#7,Nevada,0,0
Blake Micetich,0.0,SR,RB/DB,#3,Twin Cedars,0,0
Brock Micetich,0.0,FR,RB/LB,#36,Twin Cedars,0,0
Kiean Crile,0.0,JR,WR/CB,#4,Hudson,0,0
Mason Steinhoff,0.0,SO,RB/LB,#11,Griswold,0,0
DJ Rodriguez,0.0,SR,RB/LB,#2,Alta-Aurelia,0,0
Simon Showalter,0.0,JR,RB/LB,#6,Stanton,0,0
Jaden Baskin,0.0,JR,RB/LB,#25,Bellevue,0,0
Justin Knaack,0.0,SR,RB/LB,#23,Grundy Center,0,0
Brody Zinkula,0.0,JR,RB/LB,#20,Grundy Center,0,0
Kayden Anderson,0.0,SR,QB/DB,#1,Glenwood,0,0
Logan Roff,0.0,SO,WR/DB,#10,Pleasantville,0,0
Yahir Camberos Barajas,0.0,SR,WR/DB,#3,Estherville Lincoln Central,0,0
Josef Dvorak,0.0,JR,RB/DB,#25,Collins-Maxwell,0,0
Caleb Coffelt,0.0,FR,WR/DB,#3,Collins-Maxwell,0,0
Luke Anderson,0.0,JR,QB,#8,Ankeny,0,0
Selvin Gonzales,0.0,SO,RB/DB,#2,Clarion-Goldfield-Dows,0,0
Hayden Benson,0.0,SR,K/WR,#10,Tri-Center,0,0
Tristin Gunderson,0.0,SO,RB/LB,#24,Tri-Center,0,0
Cole Kastner,0.0,SO,RB/LB,#20,Denison-Schleswig,0,0
Owen Garside,0.0,JR,S/QB,#3,Boyer Valley,0,0
Jaxon Eckley,0.0,JR,RB/LB,#22,New Hampton,0,0
Ben Frazier,0.0,JR,WR/CB,#7,Waterloo West,0,0
Darreon Sykes,0.0,JR,RB/LB,#24,Waterloo West,0,0
Landon Rinnan,0.0,FR,QB,#15,Urbandale,0,0
Isaac Loan,0.0,SO,QB/DB,#12,Central Elkader,0,0
Jeremiah Peiffer,0.0,SR,QB,#11,Cedar Rapids Jefferson,0,0
Christian Ergenbright,0.0,JR,WR,#17,Newton,0,0
Ty Lindquist,0.0,JR,FB/LB,#18,Dunkerton,0,0
Blake Reynolds,0.0,JR,RB/DB,#3,Earlham,0,0
Ethan Hill,0.0,SO,QB/LB,#7,Treynor,0,0
Nolan Waterman,0.0,SR,FB/LB,#23,Treynor,0,0
Edde Gonzalez,0.0,SR,RB/LB,#1,West Central,0,0
Rogellio Gonzalez,0.0,SO,FB/DB,#10,West Central,0,0
Wyatt Nelson,0.0,JR,RB/DB,#9,West Central,0,0
Decklyn Heins,0.0,JR,QB/DB,#7,North Fayette Valley,0,0
Cael Stephany,0.0,SR,QB,#8,Clear Lake,0,0
Isiah Baucom,0.0,JR,RB/LB,#40,Colfax-Mingo,0,0
Cole Friessen,0.0,SO,QB/LB,#4,Hinton,0,0
Reece Chiabotta,0.0,SO,QB/DB,#34,Melcher-Dallas,0,0
Gentry Dumont,0.0,SR,QB/S,#6,Regina Catholic,0,0
Jaxon Willems,0.0,SR,RB/LB,#9,Sumner-Fredericksburg,0,0
Bradyn Blair,0.0,JR,RB/LB,#24,Osage,0,0
Robby Ollendieck,0.0,SR,RB/LB,#10,Crestwood,0,0
Connor Duryee,0.0,SR,RB/DB,#24,Crestwood,0,0
Weston Huisman,0.0,SO,RB/LB,#22,Unity Christian,0,0
Lincoln Albertson,0.0,SO,RB/LB,#32,Moravia,0,0
TJ Cook,0.0,JR,QB/LB,#15,Western Dubuque,0,0
Tate Weidenbacher,0.0,SR,WR/LB,#18,Western Dubuque,0,0
Carver Blietz-Bentien,0.0,SR,QB/LB,#2,MFL MarMac,0,0
Dominic Marco,0.0,SO,RB/LB,#3,Sibley-Ocheyedan,0,0
Xavier Slifer,0.0,JR,LB/RB,#24,East Marshall,0,0
Wyatt Beckwith,0.0,SR,RB/DB,#15,Albia,0,0
Mason Bahls,0.0,JR,RB/DB,#19,Cedar Rapids Washington,0,0
Conner Nally,0.0,SR,QB/LB,#5,Bedford,0,0
Kyle Kuboushek,0.0,SO,OL/LB,#55,South Winneshiek,0,0
Jasper Hancox,0.0,SR,RB/DB,#23,Marion,0,0
Datayveon Fair,0.0,SR,S/RB,#24,Davenport Central,0,0
Tatum Roselle,0.0,SR,QB/DB,#1,Davenport Central,0,0
Weston Johnson,0.0,SR,RB/DB,#13,Spencer,0,0
Blake Jager,0.0,SR,RB/LB,#9,Eddyville-Blakesburg-Fremont,0,0
Chance Hoyt,0.0,FR,RB/LB,#4,Iowa Valley,0,0
Cole McCumber,0.0,SR,RB/LB,#33,Dike-New Hartford,0,0
