Name,Points,Year,Position,Number,School,YDS,TDS
Nick Maurer,0.9,SO,WR/CB,#21,East Mills,9.0,0.0
Parker Reicks,0.0,SO,FB/LB,#42,Turkey Valley,0.0,0.0
Jarit Tapia,0.1,SR,RB/DB,#14,Winfield-Mt Union,1.0,0.0
Nicholas Sparrow,8.4,SO,QB/DB,#1,Winfield-Mt Union,24.0,1.0
Ben Belew,0.0,JR,,#3,Don Bosco,0.0,0.0
Carter Hassebroek,0.0,JR,WR/DB,#8,Iowa Valley,0.0,0.0
Chance Christensen,0.0,SO,RB,#15,Riceville,0.0,0.0
Nathan Findlay,0.0,SO,RB/LB,#10,BGM,0.0,0.0
Kaleb Gill,0.0,SR,,#1,GMG,0.0,0.0
Austin Schmidt,0.0,JR,QB/DB,#2,West Bend-Mallard,0.0,0.0
Keaton Brammer,0.3,FR,WR/CB,#14,Murray,3.0,0.0
Ethan Baxter,0.0,JR,RB/LB,#52,Griswold,0.0,0.0
Wyatt Silk,0.0,SO,WR/CB,#15,Griswold,0.0,0.0
Jeremiah Lynam,0.0,SR,DB/WR,#9,Siouxland Christian,0.0,0.0
Anthony Eisele,0.0,SR,OL/DL,#55,North Iowa,0.0,0.0
Colton Cox,0.0,FR,RB/DB,#33,Melcher-Dallas,0.0,0.0
Blake Ewing,0.0,FR,FB/LB,#31,Moravia,0.0,0.0
Brody King,0.0,JR,TE/LB,#2,Bedford,0.0,0.0
Aaron Hindt,9.0,FR,RB/LB,#24,St. Edmond,30.0,1.0
Gabe Reeves,0.0,FR,RB/LB,#9,Janesville,0.0,0.0
Michael Joyce,0.0,FR,QB/S,#9,Bishop Garrigan,0.0,0.0
Kyle Bormann,0.0,SO,RB/CB,#2,Bishop Garrigan,0.0,0.0
Connor Rahn,0.0,JR,,#12,GMG,0.0,0.0
Jonas Buchanan,0.0,SO,,#32,GMG,0.0,0.0
Max Arthur,0.5,JR,FB/LB,#31,Central City,5.0,0.0
Josh Lindsey,0.0,SO,WR/S,#36,Central City,0.0,0.0
Sam DeMeulenaere,0.0,JR,E/LB,#12,Belle Plaine,0.0,0.0
Eli Hanson,0.9,JR,RB/DB,#8,West Bend-Mallard,9.0,0.0
Corey Breese,0.0,SR,TE/LB,#5,English Valleys,0.0,0.0
Blake Micetich,0.0,SR,RB/DB,#3,Twin Cedars,0.0,0.0
Braden Taylor,0.0,SO,OL/DL,#60,Central Elkader,0.0,0.0
Cristian Brown,0.0,SR,WR/DB,#47,Dunkerton,0.0,0.0
Caybrin Schilling,0.0,SO,QB/DB,#7,Dunkerton,0.0,0.0
Lucas Dow,0.0,JR,RB/LB,#26,Rockford,0.0,0.0
Brady Babel,0.0,FR,RB/CB,#9,Newell-Fonda,0.0,0.0
Collin Hoffman,0.0,SR,QB/S,#14,GTRA,0.0,0.0
Braxton Kniep,0.0,JR,WR/DE,#18,Remsen St. Mary's,0.0,0.0
Abram Edwards,0.0,SR,TE/DE,#84,Winfield-Mt Union,0.0,0.0
Jaxon Larson,-0.3,JR,,#7,Don Bosco,-3.0,0.0
Gunnar Smith,0.0,SO,QB,#6,Riceville,0.0,0.0
Carson Hopkins,0.0,FR,TE/LB,#45,West Harrison/Whiting,0.0,0.0
Andreas Buttry,0.0,JR,QB/CB,#5,Sidney,0.0,0.0
Charlie Rowenhorst,-0.7,SR,K/RB,#3,Waterloo Christian,-7.0,0.0
Leydan Grimm,0.0,SO,RB/LB,#31,West Bend-Mallard,0.0,0.0
Tyler Hansen,2.3,FR,QB/DB,#3,West Bend-Mallard,23.0,0.0
Trent Morey,0.2,FR,RB/DB,#1,West Bend-Mallard,2.0,0.0
Treyton Travis,0.0,SR,WR/CB,#24,Baxter,0.0,0.0
Jonathan Ekpai,0.0,SO,,#24,Fremont-Mills,0.0,0.0
Braxton Davis,0.0,JR,WR/DB,#9,Twin Cedars,0.0,0.0
Cody Dorscher,0.0,JR,WR/CB,#24,Griswold,0.0,0.0
Cale Haley,0.0,SO,OG,#24,Stanton/Essex,0.0,0.0
Gabriel Roneus,0.0,SR,RB/DE,#22,Calamus-Wheatland,0.0,0.0
Dalton Martin,0.0,SO,OL/DL,#40,Collins-Maxwell,0.0,0.0
Caleb Coffelt,0.0,FR,WR/DB,#3,Collins-Maxwell,0.0,0.0
Trey Rosenbeck,0.0,SR,TE/LB,#3,Coon Rapids-Bayard,0.0,0.0
Cooper Petersen,0.0,JR,DE/OG,#33,Boyer Valley,0.0,0.0
Brody Koski,0.0,FR,QB/LB,#7,Boyer Valley,0.0,0.0
Isaac Loan,0.0,SO,QB/DB,#12,Central Elkader,0.0,0.0
Kyle Reinhart,0.2,JR,WR/DB,#40,Central Elkader,2.0,0.0
Domonic Garcia,0.3,SO,WR/DB,#8,Lone Tree,3.0,0.0
Hunter DeGard,0.0,FR,OG/DE,#24,Melcher-Dallas,0.0,0.0
Kolton Robinson,0.0,SO,RB/DB,#23,Northwood-Kensett,0.0,0.0
Luke Long,0.0,SO,RB/DB,#9,Moravia,0.0,0.0
Jayden Robinson,0.0,FR,WR/LB,#84,Moravia,0.0,0.0
Brogan Ewing,0.1,JR,WR/CB,#10,Southeast Warren,1.0,0.0
Cody Milks,-0.2,FR,QB/LB,#12,Winfield-Mt Union,-2.0,0.0
Matt Cline,0.1,JR,OL/DL,#45,Woodbine,1.0,0.0
Devon Ehlers,0.0,SO,TE/LB,#88,Ar-We-Va,0.0,0.0
Dawson Graham,0.0,JR,RB/LB,#8,Janesville,0.0,0.0
Jace March,0.0,FR,RB/CB,#3,Springville,0.0,0.0
Dalton Klenz,0.0,FR,RB/CB,#16,Bishop Garrigan,0.0,0.0
Carter Waetzig,0.0,JR,OG/DT,#51,Lamoni,0.0,0.0
Jordan Boehde,0.0,FR,RB/DB,#13,Easton Valley,0.0,0.0
Rylan Behrends,0.0,FR,RB/LB,#22,Sidney,0.0,0.0
Andrew James,0.1,FR,RB/LB,#33,Waterloo Christian,1.0,0.0
Carson Schnieder,0.6,SO,QB/DB,#12,West Bend-Mallard,6.0,0.0
Eric Wilson,0.5,SR,WR/DB,#15,Exira-EHK,5.0,0.0
Nathaniel Rowe,0.0,JR,WR/CB,#11,Murray,0.0,0.0
Levi Fitzgerald,0.0,FR,WR/DB,#7,Lenox,0.0,0.0
Corbyn Sheley,0.0,FR,RB/LB,#32,Lenox,0.0,0.0
Aidyn Kling,-0.5,FR,,#88,Fremont-Mills,-5.0,0.0
Mathew Lamkins,0.0,SR,,#32,Fremont-Mills,0.0,0.0
Gavin Shirley,0.0,FR,,#6,Fremont-Mills,0.0,0.0
Johnny Cortez,0.0,SO,RB/LB,#23,Coon Rapids-Bayard,0.0,0.0
Jiri Brodigan,0.0,SO,WR/LB,#32,East Mills,0.0,0.0
Treyvon Herron,15.0,FR,WR/DB,#9,Gladbrook-Reinbeck,90.0,1.0
Hayden Hicks,0.0,FR,TE/LB,#66,Boyer Valley,0.0,0.0
Camden Behrends,-0.1,SO,QB/LB,#32,Clarksville,-1.0,0.0
Emmett Burke,0.0,SO,WR/DB,#10,Lone Tree,0.0,0.0
Dominic Graap,0.1,SR,WR/DB,#19,Lone Tree,1.0,0.0
Talan Jacobsen,0.0,FR,QB/LB,#10,North Iowa,0.0,0.0
Lars Taylor,7.8,JR,TE/LB,#43,Montezuma,18.0,1.0
Dane Strong,0.4,FR,RB/LB,#33,Montezuma,4.0,0.0
Luke Erselius,10.5,SO,WR/DB,#15,Montezuma,45.0,1.0
Tyler Rogers,0.0,SO,LB/RB,#22,WACO,0.0,0.0
Kase Coleman,0.0,SO,TE/DL,#37,Bedford,0.0,0.0
Braydon Hensley,0.0,JR,QB/CB,#13,Bedford,0.0,0.0
Peyton Kreps,1.2,SR,WR/CB,#20,Bedford,12.0,0.0
Quentin Dalton,0.0,FR,QB/LB,#10,Bedford,0.0,0.0
Jaedon Koppman,8.3,SO,,#35,Don Bosco,23.0,1.0
Dane Smith,0.0,FR,RB/DB,#10,Iowa Valley,0.0,0.0
Ethan Swisher,0.0,SO,QB/DB,#16,St. Edmond,0.0,0.0
Parker Opperman,0.0,JR,RB/DT,#26,Janesville,0.0,0.0
Luke Stolte,0.0,SR,OL/DL,#23,Springville,0.0,0.0
Oliver Longerbeam,0.0,SO,QB/DB,#2,Springville,0.0,0.0
Brody Ludwig,0.0,SR,RB/CB,#22,Bishop Garrigan,0.0,0.0
Matt Besch,0.0,FR,OG/LB,#44,Bishop Garrigan,0.0,0.0
Kelan Stevenson,0.0,SO,TE/LB,#62,Lamoni,0.0,0.0
Mason Ahrenstorff,0.0,SO,WR/S,#11,Harris-Lake Park,0.0,0.0
Anthony Waters,0.0,SR,,#10,GMG,0.0,0.0
Gabe Miller,0.0,FR,K/QB,#8,Waterloo Christian,0.0,0.0
Morgan Cooley,0.0,SO,OL/DL,#42,East Union,0.0,0.0
Cash Emgarten,-23.8,SR,WR/DB,#10,Exira-EHK,-118.0,-2.0
Noah Connelly,0.0,SO,WR/DB,#22,Kee,0.0,0.0
Asher Stutzman,0.0,JR,RB/LB,#13,English Valleys,0.0,0.0
JW Linkenhoker,-0.5,SO,,#11,Fremont-Mills,-5.0,0.0
Hayden Jones,0.0,FR,TE/LB,#42,Griswold,0.0,0.0
Eli Riedesel,0.0,SR,OG/DE,#57,Calamus-Wheatland,0.0,0.0
Cooper VanderHeiden,0.0,JR,RB/CB,#24,Calamus-Wheatland,0.0,0.0
Reed Oswalt,0.0,SO,WR/DB,#24,Collins-Maxwell,0.0,0.0
Kolby Culbertson,0.0,SR,TE/DB,#2,Coon Rapids-Bayard,0.0,0.0
Bennett Heidercheit,0.0,FR,RB/LB,#8,Coon Rapids-Bayard,0.0,0.0
Austin Gehring,0.0,SR,WR/DB,#4,Gladbrook-Reinbeck,0.0,0.0
Dreyson Morgan,0.0,SO,WR/DB,#10,Gladbrook-Reinbeck,0.0,0.0
Otto French,0.0,FR,FB/LB,#16,Dunkerton,0.0,0.0
Noah Fuelling,0.0,JR,WR/DB,#12,Dunkerton,0.0,0.0
Waylon Hein,0.0,JR,TE/LB,#23,Glidden-Ralston,0.0,0.0
Carson Peters,0.0,SO,TE/S,#16,Glidden-Ralston,0.0,0.0
Hayden Fay,0.0,FR,QB/DB,#4,Glidden-Ralston,0.0,0.0
CJ Smith,0.0,SO,TE/DB,#44,Melcher-Dallas,0.0,0.0
Carter Michalek,0.0,JR,WR/DB,#2,Montezuma,0.0,0.0
Landon Morrison,6.3,SR,TE/DL,#4,Montezuma,3.0,1.0
Garrett Watts,0.0,SR,WR/DB,#7,Montezuma,0.0,0.0
Hunter Westby,-0.1,JR,OG/LB,#55,Rockford,-1.0,0.0
Landen Nelson,0.0,FR,WR/DB,#36,Northwood-Kensett,0.0,0.0
Matthew McDanel,0.0,SR,OG/DE,#44,Moravia,0.0,0.0
Cameron Nicoletto,0.0,SR,C/DT,#47,Moravia,0.0,0.0
Caden Carruthers,0.0,JR,QB/DL,#20,Southeast Warren,0.0,0.0
Cael Dop,0.0,FR,OG/DT,#58,Southeast Warren,0.0,0.0
Teagan Hanson,0.0,SO,QB/S,#10,GTRA,0.0,0.0
Jack Seyller,0.0,SO,QB/DB,#30,Colo-Nesco,0.0,0.0
Logan Boldt,0.0,SO,WR/LB,#3,Tripoli,0.0,0.0
Ethan Schaufenbuel,0.0,SO,WR/CB,#20,Tripoli,0.0,0.0
Cal Peterman,0.5,JR,WR/LB,#15,Bedford,5.0,0.0
Carter Loyd,2.7,SR,RB/S,#2,Winfield-Mt Union,27.0,0.0
Tayson Samuels,0.0,FR,RB/DB,#21,Winfield-Mt Union,0.0,0.0
Jack Hogan,1.0,JR,,#37,Don Bosco,10.0,0.0
Owen Ary,0.0,SO,TE/LB,#22,Iowa Valley,0.0,0.0
Cal Pryor,0.0,FR,QB/DB,#12,Woodbine,0.0,0.0
Nicholas Carlin,0.1,SR,WR/DB,#23,Woodbine,1.0,0.0
Aidan Ebert,0.0,JR,WR,#3,Riceville,0.0,0.0
Tyler Sprung,0.0,SR,OG,#21,Riceville,0.0,0.0
Dallas Grove,0.0,FR,RB/DE,#26,St. Edmond,0.0,0.0
Chase Forey,0.0,JR,WR/LB,#17,Janesville,0.0,0.0
Trevor Forey,0.0,SR,WR/S,#6,Janesville,0.0,0.0
Landon Campbell,0.0,SO,RB,#12,Edgewood-Colesburg,0.0,0.0
Bennett Steger,0.0,SR,WR,#14,Edgewood-Colesburg,0.0,0.0
Hunter Hodina,0.0,FR,WR/DB,#4,BGM,0.0,0.0
Justin Mendenhall,0.0,SO,DL,#40,Lamoni,0.0,0.0
Travis Luitjens,0.0,SR,OG/DT,#34,Harris-Lake Park,0.0,0.0
Austin Christensen,0.0,SO,WR/LB,#81,Audubon,0.0,0.0
Clay Westphal,0.0,SO,SL/S,#8,West Harrison/Whiting,0.0,0.0
Aiden Stenzel,0.0,SO,RB/DB,#20,Sidney,0.0,0.0
Jared Aronson,0.0,SR,QB/DB,#32,Waterloo Christian,0.0,0.0
Quintin Albrechtsen,0.0,FR,TE/LB,#52,East Union,0.0,0.0
Hudson Welton,0.0,FR,QB/DB,#11,Central City,0.0,0.0
Colten Brown,0.0,JR,C/DT,#53,Central City,0.0,0.0
Daiton Price,0.0,SR,OG/LB,#67,Central City,0.0,0.0
Boston Roorda,0.0,SO,TE/DB,#10,HLV,0.0,0.0
Derek Kressley,0.0,FR,RB/LB,#10,Belle Plaine,0.0,0.0
Cesar Falcon,0.0,FR,RB/LB,#36,West Bend-Mallard,0.0,0.0
Zach Goetzinger,0.0,SO,RB/DB,#20,Kee,0.0,0.0
Titus Barber,0.0,SR,OG/DE,#90,Murray,0.0,0.0
Jaxon Darby,0.0,FR,TE/CB,#17,Murray,0.0,0.0
Wyatt Patton,0.0,FR,OG/LB,#40,Murray,0.0,0.0
Keegan Smith,0.1,SR,RB/LB,#3,Lenox,1.0,0.0
Beau Albertson,-0.5,FR,,#49,Fremont-Mills,-5.0,0.0
Rhett Lemonds,0.0,FR,,#15,Fremont-Mills,0.0,0.0
Noah Fee,0.0,SR,TE/DB,#15,Twin Cedars,0.0,0.0
Keeten Chenet,0.0,FR,RB/LB,#26,Twin Cedars,0.0,0.0
Holden Jensen,0.0,JR,WR/CB,#33,Griswold,0.0,0.0
Johnny Resh,0.0,SR,TE/DL,#20,Stanton/Essex,0.0,0.0
Wyatt Roberts,0.0,SO,TE/DB,#25,Stanton/Essex,0.0,0.0
Dain Sprague,0.0,SO,QB/CB,#3,Calamus-Wheatland,0.0,0.0
Nate Smith,0.0,JR,RB/DB,#21,Collins-Maxwell,0.0,0.0
Urijah Courter,0.0,FR,RB/DB,#10,Collins-Maxwell,0.0,0.0
Noah Andersen,0.0,FR,RB/DB,#11,Collins-Maxwell,0.0,0.0
Ben Eslick,0.0,FR,TE/LB,#32,Mormon Trail,0.0,0.0
Cooper Smith,0.0,FR,TE/LB,#16,Mormon Trail,0.0,0.0
Quinn Poorker,0.0,SO,WR/LB,#7,East Mills,0.0,0.0
Trypp Roszell,0.0,JR,WR/DB,#18,Gladbrook-Reinbeck,0.0,0.0
Jude Larson,0.0,FR,RB/LB,#1,Gladbrook-Reinbeck,0.0,0.0
Robert Brasel,0.0,SR,LB/RB,#22,Boyer Valley,0.0,0.0
Matt Ferguson,0.0,SR,OL/DL,#31,Boyer Valley,0.0,0.0
Russell Nieman,0.0,SR,OG,#20,Turkey Valley,0.0,0.0
Hugo Busta,0.0,FR,RB/CB,#3,Turkey Valley,0.0,0.0
Weston Kroeze,-0.2,SO,WR/LB,#30,Clarksville,-2.0,0.0
Max Fettkether,0.0,SO,RB/LB,#20,Central Elkader,0.0,0.0
Ryan Schroeder,0.3,SR,OL/DL,#50,Central Elkader,3.0,0.0
Cole Abbott,0.2,SR,OL/DL,#62,Lone Tree,2.0,0.0
Aidan Hesse,0.0,SO,OL/DL,#50,Dunkerton,0.0,0.0
Jacob Snyder,-1.2,SR,OL/DL,#52,Dunkerton,-12.0,0.0
Cael Bender,0.2,JR,TE/LB,#16,West Central,2.0,0.0
Drake Puls,0.0,SO,WR/DB,#21,West Central,0.0,0.0
Henry Sturm,0.0,FR,OL/LB,#30,Glidden-Ralston,0.0,0.0
Jeffery Gerber,0.0,SR,RB/LB,#20,North Iowa,0.0,0.0
Brody Greensky,0.0,FR,RB/LB,#8,North Iowa,0.0,0.0
Alex Black,0.0,SR,WR/DB,#30,Montezuma,0.0,0.0
Tod Geiger,6.8,SR,OL/DL,#78,Montezuma,8.0,1.0
Wyatt Debuhr,-0.1,JR,OG/DE,#40,Rockford,-1.0,0.0
Ryker Hoffman,0.0,JR,WR/CB,#2,Rockford,0.0,0.0
Wyatt Ritter,0.0,SR,FB/LB,#32,Rockford,0.0,0.0
Caysen Chodur,0.0,FR,QB/LB,#42,Northwood-Kensett,0.0,0.0
Kale Moore,0.0,FR,QB/DB,#14,Moravia,0.0,0.0
Chase Waterhouse,0.0,SR,OG/LB,#34,WACO,0.0,0.0
Nick West,0.0,SO,QB/DB,#11,WACO,0.0,0.0
Levi Halterman,0.0,JR,RB/LB,#11,Southeast Warren,0.0,0.0
Dawson Konrad,0.0,JR,RB/CB,#21,Southeast Warren,0.0,0.0
Braden Simington,0.0,SR,S/WR,#2,GTRA,0.0,0.0
Collin Homan,0.0,JR,OL/DL,#55,Remsen St. Mary's,0.0,0.0
Kinnick Mohning,0.0,FR,RB/CB,#23,Remsen St. Mary's,0.0,0.0
Reece Fulton,0.0,SO,RB/DB,#37,Colo-Nesco,0.0,0.0
Kasen Churchill,0.0,SO,WR/CB,#17,Bedford,0.0,0.0
Izaak Dukes,6.6,SR,FB/DL,#34,Bedford,6.0,1.0
Israel Valenzuela,0.0,FR,OG/DT,#8,Bedford,0.0,0.0
Layne Peska,0.1,FR,WR/DB,#1,Iowa Valley,1.0,0.0
Dillon Reed,0.0,SO,WR/DB,#11,Woodbine,0.0,0.0
Micah Moores,0.0,FR,RB/LB,#9,Woodbine,0.0,0.0
Weston Toft,0.0,SO,OL/DL,#60,Ar-We-Va,0.0,0.0
Damon Thomsen,0.0,FR,FB/LB,#25,Ar-We-Va,0.0,0.0
Johnny Adams,0.0,JR,WR,#10,Riceville,0.0,0.0
Trace Baethke,0.0,SO,TE,#44,Riceville,0.0,0.0
Patrick Boyle,0.0,SO,OG,#24,Riceville,0.0,0.0
Caden Cole,0.0,SR,TE,#20,Edgewood-Colesburg,0.0,0.0
Jake Schilling,0.0,SR,OG,#72,Edgewood-Colesburg,0.0,0.0
Ethan Gaul,0.2,JR,RB,#7,Edgewood-Colesburg,2.0,0.0
Brayden Hepke,0.7,SR,WR/DB,#17,BGM,7.0,0.0
Tucker Wright,0.0,JR,RB/DB,#6,BGM,0.0,0.0
Jacksyn Bullers,0.0,FR,RB/LB,#3,BGM,0.0,0.0
Andrew Lichter,0.0,JR,RB/LB,#15,Bishop Garrigan,0.0,0.0
Carter McGregor,0.0,SO,RB/LB,#8,Bishop Garrigan,0.0,0.0
Brock Binkley,0.0,FR,QB/DB,#8,Lamoni,0.0,0.0
Creyton Ogier,0.0,SR,TE/DE,#5,Lamoni,0.0,0.0
Trevor Kuster,0.0,JR,RB/LB,#20,Lamoni,0.0,0.0
Aaden Updike,0.0,FR,CB/RB,#14,Lamoni,0.0,0.0
Brayden Bannor,0.0,SR,OL/DE,#10,Harris-Lake Park,0.0,0.0
Landon Wittrock,0.0,JR,SL/LB,#9,Harris-Lake Park,0.0,0.0
Abe Pavlik,0.0,JR,OL/DL,#6,West Harrison/Whiting,0.0,0.0
Cole Bethune,0.0,JR,WR/S,#4,West Harrison/Whiting,0.0,0.0
Markus Tyson,0.0,FR,RB/LB,#30,West Harrison/Whiting,0.0,0.0
Ethan Klemesrud,0.0,FR,,#28,GMG,0.0,0.0
Dustin Miller,0.0,FR,,#27,GMG,0.0,0.0
Simon Duppong,0.0,FR,QB/DB,#42,Waterloo Christian,0.0,0.0
